speaker_id,form_id,grade,wav_path,asr_transcription,prompt,confidence_score,acoustic_score,lm_score,pitch,intensity,pause(sec),silence(sec),duration(sec)
723010201109_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201109_200.wav,"I believe this scenario was in the night market because I saw many people was standing there and watching those games by the streets and I also see there's children. The children were scrolling for the jellyfish. I have ever do that before when I was young and my parents took me there.  I think it was very fantastic and funny. If I was a parent, I would also let my children to go there, because doing this activity was not only a relaxing thing, but also an exciting thing. I'm interested in doing this kind of work, because it can contact with so many people, and when they are playing the coaching  I'll keep chatting with them and learn from them and know where they're from or how is their career or something else. I think communicating with people was an interesting thing. I still see there's a laundry in the end of the","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7654,0.8214,2.14072,481.2231,0.0829347826783423,0.0,0,89.89
723010201110_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201110_200.wav,"This picture probably taken in old street. Old street is that a place it have some history and many stores or like like these kinds of things will be there and people can play or have fun there.  The children is fishing, but it's not with a tool that stick with some papers and you should use this paper to gather fish up. And I have seen this kind of activity before at the night market. It's very usual in Taiwan.  I'm chosen parent, I would never encourage them to tap hogging in it because it's very curve to the fish. I'm never interested in running sky of business, it's very harmful. Okay, just pick in such details. Okay, you can see the","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7769,0.86063,2.38464,474.869,0.0398480770034858,0.0,0,86.55
723010201111_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201111_200.wav,"This picture probably taken in a night market or a market with many people to buy in it and because there are very vendors and visitors in the picture people in the picture are shopping or looking at and look searching for their  searching for their food or catching the fish. The child in the picture is catching the fish with his net. I have seen this kind of activity before when I went to a night market with my parents. But if I were a parent, I wouldn't encourage my child to take part in this activity.  activity because it is I think it is harm to the fish and it is not and the water probably is not clean for my for my kids moreover my child's hands may pollute the water for the fish","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8053,0.85347,2.00302,425.4636,0.0436161539875544,0.0,0,88.32
723010201115_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201115_200.wav,I think this picture was taken in night market because there are many people in this picture and the people in this picture is catching fish it's a common activity in night markets and I think it's very fun funny I have seen this activity  I would encourage my child to take part in this activity because it is a chance to activate child's kind.  because I have similar experience well when my senior high school and it is a very good business because it can earn lots of money and I saw a,"Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8282,0.89896,1.98031,888.0575,0.0985255557112395,0.0,0,88.25
723010201119_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201119_200.wav,"This picture is taken maybe in a market and the parent and the kid are fishing I have been to night market and fishing when I was kid and it's interesting But I won't take it home because fish if I take the fish home, it will die in few days  I think it's not good for land so now I won't go fishing in the night market because the fish is usually die in a few days and it's really not good for land in this day I don't  So","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7774,0.87287,1.90294,553.9034,0.0681404759663911,0.0,0,62.18
723010201121_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201121_200.wav,"Well, I think in this picture that it might take place something like a weekend market not like night market a weekend market because it is at daylight and Because that there is a lot of vendors over there which provide a lot of games and merchandise in it and In the picture there is a little boy and a woman the little boy is catching the fish from  I think he is very concentrated in it. I have seen this kind of activity before. Recently, last week, I have been to Tainan and there I have played this sort of games. If I were a parent, I would let my children take these activities. But I won't let him just do more time.  or addicted to it because it will hurt the fish and it's not very good. For me, I'm not interested in running this kind of business because the fish is going to be played by these people and they are not in good care. And then this kind of business, it won't run a lot of money. In this picture, I see","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7933,0.82227,1.9526,586.3197,0.0338173654086575,0.0,0,89.11
723010201126_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201126_200.wav,"Number one, I think the picture probably taken in the market since there are vendors and many customers around. Number two, I think the children is... The children is fishing and the woman is helping him. This is a...  activity in market we often saw or in night market. Number 3. I've ever seen this kind of activity before and if I were a parent I will let my kid and encourage him to take part in similar activity since I think this is funny and can help him  and can help him doing something that is different from the academic work. Number four, I'm interested in running this kind of business since it can make many, it can make much money and","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8371,0.89803,2.01708,558.6474,0.0496627270921387,0.0,0,89.67
723010201128_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201128_200.wav,"I think this picture is taken in the market because there are many friends walk along the street and many children play games. They go, they're doing small fishing and they have fun. I think the sun is very extreme.  and the children is playing in a good mood. People all doing their shopping and eating and drinking. They all are in a good mood. I see this kind of activity before in my education.  activity I go to the market in Kenting and I eat a lot eat some seafood drink some drinks and I would encourage my children to take part in the similar activity because they would have fun in the market and they don't spend each money","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.83,0.87456,2.06352,529.4134,0.0544864866580512,0.0,0,89.54
723010201129_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201129_200.wav,"I think the picture is taken in an old street that a lot of people will go there and buy a lot of things. And a lot of people, we can see a boy, a little boy is catching fish in the picture. And I think he is very concentrated to catch as much as he can. And I think  If I'm a parent, I want my children to do this kind of activity because after they catching the fish, if they don't want to feed them, then there will be a big trouble because it's just a kind of fish for you to see when you feel boring and you need to feed them, take care of them. If you can't do it, I better think not to do it.  to do this kind of activities and I won't run this kind of business in the future and I'm not interested in it because I think it's not good for animals they don't want to be catch just for people's fun they want to live in the water freely and happily in the picture we can see a lot of people walking on the street","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8045,0.85229,1.89874,683.3038,0.0308811427173869,0.0,0,88.77
723010201130_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201130_200.wav,"One, the picture is probably taken in a night market because in Taiwan, it's very common to see this kind of stand in night market. And people in the picture are, what we might call it, catching fish, like using a web to catch fish in a large box. And I've seen this kind of activity  I would encourage my child to take part in this activity because when children are young they are mostly interested in animals and this kind of creature that they don't see it very often. So it's an interesting activity for children to watch the children.  some fish swimming or like playing with them. And in this picture, a little young boy is doing this activity. The woman on the left is, I think it's probably his mother and trying to help him do better at this activity.","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7981,0.8425,2.10256,483.3729,0.1217048386667644,0.0,0,89.56
723010201133_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201133_200.wav,"Well, I think this picture might be taken at night market. Because there are a lot of people and there are a lot of this kind of business all along this road. I think children likes to play those things because they think it is interesting and fun.  they are catching fish in the little pond and I don't encourage my child to do something like this because I think it is inhumanity for the fish you just catch a fish for fun but they are so  They are so helpless, and I don't think this is a fun game for children to play. Animals should be protected well, and we are just catching them for fun. I don't think this is a good idea to make this business, so I'm not very interested in running this kind of business. But also, there's a lot of","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7785,0.84419,1.81745,711.4049,0.1161515381831962,0.0,0,88.92
723010601004_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601004_200.wav,"I think this picture probably taken in the street market it seems like a festival because I think I have ever been this place before. It is in Taipei and those people there are some children they are playing the fishing and their parents help them to  I have seen this kind of activity before. I also take my child to take part in this similar activity because it's a little fun. But I think I'm not interested in running this kind of business because it is not environmental and not friendly to those animals.  If I have chance, I will tell my children not to play that, but basically because they are still young and they cannot understand what is good to those animals or not. So I think maybe I just tolerate this kind of activities and","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8125,0.84267,1.95213,488.867,0.0620646151857307,0.0,0,89.47
723010601012_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601012_200.wav,"This picture might be taken in the night market since there are some vendors and some game machines in the pictures. The kids and his parents I guess though in the right of the picture. There are... Fishing! There are goldfish into the bucket. I've never seen this activity before.  But if I were a parent and my child wants to do this kind of activity, I would recommend them to do it since it's their right to have fun. And I won't be running this kind of business since my interest is in science and archaeology. There are some people buying things in the behind of the... further of the pictures.  The mother is picking up goldfishes into the child's bucket. I see a woman in the front of the picture is taking selfies and taking photos when the mother is picking up goldfishes for the child.  back up.","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.812,0.82399,2.01794,495.435,0.0777553030797703,0.0,0,90.24
723010601014_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601014_200.wav,"I think this picture was taken in a night market because this kind of activities, fishing, was usually seen in a night market. I think people in this picture was fishing with small things, the boy was fishing. I have seen this kind of activity before.  If I was a parent, I would encourage my children to take part in this likely similar activity. Because it is fun. You can have fun in these activities. So I think children will like it. I'm not interested in running this kind of business. Because it can't really gain a lot of money. All you can do is just to gain a little bit of money.  and sometimes you place those activities at the street and police will come to you and say that was illegal so I'm not interested in running this kind of business and we can see there's a lot of people in the picture they were I think the people left back in the back of picture was I think they were buying something","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7541,0.8305,1.86496,511.9906,0.0864356686924673,0.0,0,89.81
723010601015_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601015_200.wav,"In my opinion, I think this picture is probably taken in Jinshan Old Street since I've been to there many times and the people are were fishing in the huge tank and yeah, and I I've seen this kind of activity every time I've been to Jinshan Old Street and if asked  Would I encourage my child to take part taking a similar activity? My answer would definitely be yes since this is fun and it's better than video games. And no, I won't be interested in running this kind of business since my  my ideal future job is dentist and from the picture you can see there are people using cell phone with a Hello Kitty and from the back of the picture you can see a logo says","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8251,0.86609,2.21395,885.7173,0.1152441665374984,0.0,0,89.96
723010601021_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601021_200.wav,"This picture is probably in the night market because there are many people on the road and these activities are like it's only from the night market and the people in the picture are using the net to catch the fish in the box. I have seen this activity  If I were a parent, I wouldn't encourage my child to do so. Because the fish in the box is really poor. Because they can just swim and they die. And if you catch it and you bring it home, it will eventually die.  I wouldn't be interested in running this kind of business because I think that it is not environmentally friendly because I think that the fish would have to be in the river or in the sea rather than be in the boxes and waiting for people to catch  Catch.","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.833,0.87326,1.8712,591.7641,0.1470541993284043,0.0,0,90.41
723010601024_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601024_200.wav,"This place might take place in a market, a kind of market. Because there are many people walking around at the side of the pavement and there are many balloons at the behind of the photos and there has a laundry at the side. And the children take part in a kind of activity of drawing  catching the fish and I think that if I have a child I don't want to encourage him to take part in this similar activity because those fish are as same as our humans, they are live so if you catch them you take it to your home and maybe probably after two weeks they just died so I don't want you running this kind of business too  Because, although it can make money, but instead, it can kill animals. It's just like a torture for them. There's a couple stand in front of a guy who is wearing a white sweater. Those couple might just look at those kind of fish and think like, oh gosh, why are those... they are so... they are so... griff.  you","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7651,0.8271,2.04001,671.4894,0.1397060977363186,0.0,0,90.17
723010601030_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601030_200.wav,"In this picture, there are a lot of adults and children. In the middle of this picture, there are three red bugs and which is full of water and in the water there are lots of fishes. And in the picture, the children next to the red bugs which is catching those fishes.  So I think this picture is in Austria, just like Schöngen, Dachshund. And in my childhood, I always told my children I want to catch fish. But now I am an adult. I don't want my children...  I don't want my children to catch this fish because I think this is cruel for those animals. Fish is alive too. So I don't want my children to catch fish in the future.","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8002,0.84924,1.82775,501.6711,0.0685571431404068,0.0,0,86.25
723010601036_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601036_200.wav,"This picture, I think it's taken in like day market or something because it's crowd of people and people are buying some things or doing some activities and I saw people are grabbing fish, are fishing and I see they are very, they are very  I am very enjoying it. I have seen this activity at night market. I saw people use their webs to catch the fish. If I am a parent, I won't encourage my child to take part in similar activities because it will affect the natural habitat  and environment. I'm not interested in running this kind of business because I'm not interested in fish or some river ecology. So I'm not interested in this kind of business. And I see some old structures such as  So","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7867,0.85458,2.1746,443.9601,0.2284350867399521,0.0,0,90.08
723010601049_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601049_200.wav,"I think this picture is taken at a night market but while it's still light and because this kind of activity only appears at like night market and I think in the picture the little boy is catching some fish from the plastic box a very big box with with running water and fishes and I've seen this kind of  activity before and it's at the market. If I'm a parent, I might give, I might let my children to do this kind of activity because when I was young, I wanted to do it but my parents won't let me do it. And but I would maybe I would not let my kid do it. If the water is too dirty and the fish aren't moving a lot, that means the water is fine.  toxic maybe and I am not interested in running this kind of business because this is a very high risk. The fish might die and you might not get customers. Also those fish are like if you want to like get a better resource of customers you need to buy a better fish. A better fish cost a lot of money and I don't have that much of money","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8151,0.86255,1.92359,494.4586,0.0415118280347556,0.0,0,89.64
723010601060_200,HS-1801,4.5,/share/corpus/LTTC2023/HS-1801_sliced/723010601060_200.wav,"I think this picture is taken near a market because many people are sitting on the ground and from far away in the picture there seems to be some vegetables and these people are taking fish and they're fishing and I haven't seen this kind of activity before and I think I would encourage my children to do this because trying  something new is very important in their life. I'm not interested in running these kind of business because I think the salary is too low. And in this picture, the little boy is fishing happily and the adult helping him is very happy too. And many people are interested in this activity so they are around it and look at them. And one of the people  is one of the parents is taking the cell phone to take picture of the little boy. I think he or she might be very cherish their children's memories. And the little boy is wearing a white shoes and a blue shirt and he is very concentrate in his fishing work. And the adult helping him is wearing a dark blue","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7823,0.8419,1.89281,420.2034,0.0515693183935416,0.0,0,89.93
723010601068_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601068_200.wav,"I think this picture is taken in a night market or an old street for sightseeing. Well, because I see many people and many gangs activity or something. And I see a true kid.  catching fish or something. I did see this kind of activity in a night market but if I were a parent I wouldn't encourage my kid to take part in this activity because it's actually hurting animals. I would not be interested in running this kind of business because these hurt animals. I love animals.  I saw many chairs and many big buckets with water and fish in it. I think it's for the businessmen to make money from it, to let kids to catch fish and take fish home. But I still think it's not a good activity. They can do something better, but just don't do it.  you","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8146,0.86495,2.09719,399.4873,0.037376800045371,0.0,0,90.21
723010601074_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010601074_200.wav,"I think the picture probably taken in the park or the museum. Some kind of... I think the public museum maybe make me think that the goldfish play game. The picture in the... the people in the picture is doing the fishing  again that was some children to try to make the fishing get outdoor. I think this kind of activity I have seen before. If I am a parent, I think I will encourage my children to take the similar activity because that will teach them how to  to enjoy the nature activity. I think I'm not interested in running this kind of business because I think it is not good for the fish creature and if I have the time I will","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8677,0.90069,1.83151,525.2687,0.114463477662724,0.0,0,87.76
723020501003_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723020501003_200.wav,"This picture is taken in a market. It is because there are many people and this activity they attend is in the street. So I think it is a market. The people in this picture are watching the fish in the box.  they want to have this fish and they will let their children to take this fish out of this box. I have seen this activity before, but if I'm a parent, I won't let my children to take part in this activity because the water in this box is not very clean and I think my children will get bacteria from it.  and I don't want my children to get sick. I'm not interested in this kind of business because I think this is too many people to be surrounded in this street and I think it won't make a lot of money because","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8183,0.85392,1.74674,867.7552,0.0828280304699684,0.0,0,89.02
