speaker_id,form_id,grade,wav_path,asr_transcription,prompt,confidence_score,acoustic_score,lm_score,pitch,intensity,pause(sec),silence(sec),duration(sec)
723040101024_200,HS-1801,4.5,/share/corpus/LTTC2023/HS-1801_sliced/723040101024_200.wav,"This picture is taken in an old street I think and because of there are many visitors along the street and almost everyone is is to visitor in the every stands on the loan aside and the three people in the pictures I think that little boy is catching the fish and their mother is helping him and the little brother sister is recording or taking pictures of  a little broader. And I've seen this activity everywhere, especially in the night market. It's very common to see. And I will definitely encourage my child to take part in this kind of activity. It's kind of fun, but not very often. And I won't be interested in running this kind of business because I'd rather run a store instead of this kind of activity. It's not a  proper career that I can make forever. And this picture just reminds me of my childhood memory. I used to went to the night market with my uncle and he always took me to this kind of activity. I love those fish when I successfully catch them. But sadly, those fish aren't very able to live alone.","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8077,0.84882,2.06755,419.9874,0.0280860465907946,0.0,0,89.59
723050201016_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723050201016_200.wav,"I think the picture is taken in the night markets because I often see these activities in the night markets and the people in the pictures are catching fish in a barrel because I can see the fishes in that.  I have ever seen this kind of activity before. And if I were a parent, I would encourage my child to take part in a similar activity because I think it's funny and you can learn something from it. I wouldn't be interested in learning  interested in running this kind of business because I think it's hard to earn money and I will choose a high-efficiency kind of business to run. I think the child in the","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8063,0.86766,1.82534,395.2536,0.0561361111597054,0.0,0,88.31
723110801012_200,HS-1801,4.5,/share/corpus/LTTC2023/HS-1801_sliced/723110801012_200.wav,"According to this picture, I think this kind of activity may be taking place in a night market or just by the street. But since it's morning, so I think it's just a street vendor. And the people in this picture, there is an old woman on the left and try to help the little boy catch the fish by fishing net. And I have seen this kind of activity in the night market.  But if I were parents, I would encourage my children to take part in this kind of activity since it's very interesting and may lift their good memory. And I don't think I'm interested in running this kind of business because I'm not good at taking care of creatures, especially sea creatures because I think they are a little bit disgusting. And you can see they are very  There are many people around there and the leader boat use the green boat to get his fish. And I have taken part in this kind of activity once and I think it's very interesting although I didn't get any fish. But the owner of the vendor is very kind to me and he just gave some free fish to me as my","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.786,0.8382,2.01826,480.5853,0.0819266307845954,0.0,0,90.0
723100101023_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723100101023_200.wav,This picture might probably taken in the night market or the old street in Taiwan because there are many people walking on the street and those things they are playing are just happening in Taiwan. And this people they are doing in the picture is that they are catching the fish with the net made by the paper. And I have seen this activity in the night market  in Taiwan before and if I'm a parent I wouldn't encourage my child to take part of this activity because I think that is kind of cruel because we're catching we're just using a net and to hurting a life yeah I am not interested in running this kind of business because sometimes these kind of business my can earn lots of money and I think the hurting the lives and  is not really is not really good way yeah and we can see in this picture there are many people walking by but only the child and his mother are playing are catching the fish and yeah and this means that many people think that this activity,"Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7702,0.85261,1.88342,667.6635,0.101098888936556,0.0,0,89.84
723050201026_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723050201026_200.wav,"I knew this place but I have been to it before but I don't remember what it's called. And the people in it is, they are catching a shrimp. And yeah, of course I do. And I don't think I will bring my children to take part in  those similar activity because this is very boring and it is a meaningful meaningful at all yeah, and no, I'm I I Don't have any interest in running this kind of business because this is boring and Yeah, this is boring and I  I hate to do those things and stay at Stay out stay outdoor and visit I hate staying outdoors and Yeah, I saw children I Saw a child who is catching some shrimp and his parents is","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7987,0.89657,2.08695,430.7674,0.0519500000426839,0.0,0,88.12
723010201069_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201069_200.wav,I think the picture was taken on the night market or just a market and I think it is a family time and union and the people in the picture are doing our grabbing fish and I  I have seen this kind of activity before and if I were a parent I would encourage I wouldn't encourage my child to check park in similar activity because I think this is not respect for children  fish and I think sometimes when you grab fish you will hurt this fish and the fish is too small so maybe they will die when you,"Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8333,0.90343,1.91967,342.1344,0.0433580002374947,0.0,0,89.62
723030101112_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723030101112_200.wav,"I think this picture was probably taken at a maybe a market and I think it's because there are so many people there and you can see many stands on sale or maybe ball and any variety of things and in this pictures the most people are playing with fish, I got fish  I think I have seen this kind of activity before and I also play these activities. If I have children, I think I will encourage my children to take part in Samira's activity because I think it's fun and it can relax pressures and you can get so much interesting and experience on it.  interesting in run this kind of business because I think it is so I'm saying it's difficult for me because you can see you have to prepare some materials and you need to maybe talk with his clients and I think this is that these things is not I'm good at and also you can use the","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8098,0.84734,2.01748,422.6428,0.0399850651579485,0.0,0,89.88
723030101121_200,HS-1801,4.5,/share/corpus/LTTC2023/HS-1801_sliced/723030101121_200.wav,"This picture is probably taken at a daytime market where there are no local farmers market like that because they're always something interesting to play with and the kids and the parents are doing the goat fish fishing. I think that is a traditional activity that you do in markets like that.  It's one of my childhood memories. I have do this very long time ago. It's a very cool thing to do because you break your net and that you can't get the fish. I would like to... well, it's not my dream career but I wouldn't say no to this running business like this because  job has its own interesting part and yeah. Well if you see in the picture that kid is trying to get his fish into his bowl and you can see that in the fish in there are pretty small. I think it's pretty easy to get it. I think I'm quite good at it actually. And you look at that there's so many tourists around there and","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7764,0.82762,2.07972,394.0587,0.0664818183724562,0.0,0,88.93
723030101077_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723030101077_200.wav,"I think the picture is taken in a small town market because of the crowd surrounding it and the game they are playing. They are playing a game that you have to get the fish in the bowl. I have seen this activity before. When I was small, my mother brought me to this place.  to  the customer to come and you can take positive action to attract customer. In the picture, the small boy with striped t-shirts are playing this game and it seems","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7943,0.83751,2.08923,363.6584,0.0681402597140956,0.0,0,89.11
723010201078_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201078_200.wav,"I think this picture is probably taken in the night market at the playing stands. It makes me think so because the children in the picture is playing at a golden fish stands and there are many people on the road. The people in the picture are looking for some stands and food or just walking around.  I have done this kind of activity before in the night market near my house. If I were a parent, I wouldn't encourage my children to take part in the Golden Fish stand because I think it's not kind to the animals. However, I think it's great to participate in other kinds of stands such as throwing balls or answering questions. I'm not interested in running this kind of business because it is hard to  to get license to set stands in night market and it's difficult to maintain this kind of business. There are some women in this picture are taking pictures of other people walking around night market and the circumstance in the picture feels very warm and","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8075,0.86255,1.88218,686.5597,0.0520453988431604,0.0,0,89.44
723061001011_200,HS-1801,3.5,/share/corpus/LTTC2023/HS-1801_sliced/723061001011_200.wav,"The picture is in the market and I think there is a festival in this place and people here are having fun. And in this picture, the kids are catching the goldfish and his parents are helping him. And I have seen the kids  this kind of activity before in the night market. If I were a parent, I would encourage my child to take part in a similar activity because it is interesting and we can have a good relationship with family members. I am interested in running this kind of physical activity  because it doesn't cost a lot and it still can earn a lot of money and if I still have time I will make this business bigger and bigger because I think many children like to play this kind of game and","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.799,0.87233,1.80612,367.9011,0.1028914731717849,0.0,0,89.93
723060301043_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723060301043_200.wav,"I think the picture is probably taken in Taiwan night market or traditional market. And the boy on the right of the picture is fishing. And there are many people, there are other people playing the fish game too. I haven't seen, yes I have ever seen the kind of  I think it's a very cruel way for the fish. I think it doesn't protect the environment. And if you don't know how to take care of the fish, they may die very, very soon. So if I were a parent, I won't encourage them to do that.  my children to take part in such the activities and if I am a businessman I won't be interested in running these kind of activities too because I think it's a very cool way to the animals but although it's very fun for the children or the adults but I won't agree it and in the picture we can","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8149,0.8426,2.09965,544.0213,0.0544544116744552,0.0,0,89.34
723010201130_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201130_200.wav,"One, the picture is probably taken in a night market because in Taiwan, it's very common to see this kind of stand in night market. And people in the picture are, what we might call it, catching fish, like using a web to catch fish in a large box. And I've seen this kind of activity  I would encourage my child to take part in this activity because when children are young they are mostly interested in animals and this kind of creature that they don't see it very often. So it's an interesting activity for children to watch the children.  some fish swimming or like playing with them. And in this picture, a little young boy is doing this activity. The woman on the left is, I think it's probably his mother and trying to help him do better at this activity.","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7981,0.8425,2.10256,483.3729,0.1217048386667644,0.0,0,89.56
723050201011_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723050201011_200.wav,"If I'm not mistaken, this picture was taken outdoors in the night markets. Since I can see a lot of people in the playground. And some bands in the playgrounds too. And for why I said there are two people in the picture. And one of both is a little children. He is catching the fish. And besides,  The other man is a boss, he give a fish to him. I have seen this activity before since I like to go to night market and I like to play many games like boss and so on. If I were a parent, I would make my children to take part in this similar activity.  a great time while they are children. So in the future, they may be up to the meter with him. I will not seriously do this kind of business since I think this business will not make a good deal of money and I want to be a doctor. So I will not choose to run this business.","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7535,0.82236,2.09441,388.3504,0.0601381578629738,0.0,0,88.39
723030101108_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723030101108_200.wav,"This picture is taken in an old street or in a night market. And we can see many people go shopping in this old street. And in the center of the picture, we can see four people. Maybe it's a family, a catcher fish. Catcher fish is really fun for everyone because it gives us joy.  Sometimes I will go to the night market to catch fish. I really love catching fish because I can share this activity with my family. But as a matter of fact, I won't be interested in running this kind of business because my dream is to become a doctor.  I think I have ability to run a stand which is a catcher fish which is a scam station. But sometimes I will go to the game stand just like playing bowls and get a catcher fish. And what's more, there are more people go shopping in this old street.  you","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7585,0.84058,2.01577,322.9283,0.0501123190506536,0.0,0,90.1
723040101038_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723040101038_200.wav,"In my opinion, I think this picture probably be taken at the garden party or night market. Because there are very many vendors along the street and there are many people are waiting for. Yes, I have ever seen this kind of activity before. If I were a parent, I would encourage my child  to take part in this kind of activity because it was I think is interesting and it can test the children's passions and skills of do the things apart from the studies and if I don't I won't be interested in running this kind of business because that it will be not stable  and my personality is not suitable for this kind of business so I won't be interested in running this kind of business. And the people in this picture are coating a small fish and this is a little boy wearing a shirt and in front of him is a woman and it helped him to do that","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8068,0.85781,1.86579,482.7255,0.0282607844732458,0.0,0,89.94
723040701014_200,HS-1801,3.5,/share/corpus/LTTC2023/HS-1801_sliced/723040701014_200.wav,"I see many people in this picture buying, walking around. I think this picture probably taken in the tourist place because when I visited a tourist place, there are usually a lot of vendors and stands on the street, by the street, so people can walk and take a look. So probably it was taken in the  to raise the place. And the people in the picture are buying some foods or just taking a look. Or there are some things people are just kind of, they are just kind of planning. And this kind of, I would like to go this kind, if I were a parent,  I encourage my children to take part in this activity because they can experience different kinds of activities during their childhoods. And people there is a child who likes to use the net to catch the fish. And some of the people are walking on the street and looking for some tokens for themselves. And they are all happy. And I would like to run this kind of activity  KATHRYN","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7827,0.82852,1.95,498.9339,0.0272496896043928,0.0,0,90.04
723030101093_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723030101093_200.wav,"I think this picture is probably being taken in a lovely afternoon because the sun is still scorching. Everybody is wearing... it's probably taken in spring and there are two children beside the tank. In the tank there are some fish and they are swimming around and the child is taking a net with the...  to get some fish into his small bowl. And I have joined this kind of activity before. And I think that this is really fun. This has great memory and it's a great experience. And also I remember the net that I'm using is made in paper. And so it actually breaks down eventually. So I think that this is a... I won't run this kind of business. I think that this is not  This kind of business is on high risk of the fish and I think that this is not actually really friendly to the fish in the tank. And also, I think the mother is asking his children to be careful of his own sleeve to be caution that you don't touch the water and make his t-shirt get wet.","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7993,0.82512,1.90281,388.5556,0.061702993982834,0.0,0,89.94
723010201121_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201121_200.wav,"Well, I think in this picture that it might take place something like a weekend market not like night market a weekend market because it is at daylight and Because that there is a lot of vendors over there which provide a lot of games and merchandise in it and In the picture there is a little boy and a woman the little boy is catching the fish from  I think he is very concentrated in it. I have seen this kind of activity before. Recently, last week, I have been to Tainan and there I have played this sort of games. If I were a parent, I would let my children take these activities. But I won't let him just do more time.  or addicted to it because it will hurt the fish and it's not very good. For me, I'm not interested in running this kind of business because the fish is going to be played by these people and they are not in good care. And then this kind of business, it won't run a lot of money. In this picture, I see","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7933,0.82227,1.9526,586.3197,0.0338173654086575,0.0,0,89.11
723010201109_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723010201109_200.wav,"I believe this scenario was in the night market because I saw many people was standing there and watching those games by the streets and I also see there's children. The children were scrolling for the jellyfish. I have ever do that before when I was young and my parents took me there.  I think it was very fantastic and funny. If I was a parent, I would also let my children to go there, because doing this activity was not only a relaxing thing, but also an exciting thing. I'm interested in doing this kind of work, because it can contact with so many people, and when they are playing the coaching  I'll keep chatting with them and learn from them and know where they're from or how is their career or something else. I think communicating with people was an interesting thing. I still see there's a laundry in the end of the","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7654,0.8214,2.14072,481.2231,0.0829347826783423,0.0,0,89.89
723100101027_200,HS-1801,4.0,/share/corpus/LTTC2023/HS-1801_sliced/723100101027_200.wav,"I think these pictures must be taken in some activities because there have a lot of stands around the street and I think the pictures, there is a boy playing a game like to catch some golden fish and I haven't seen this kind of activity before because I think that in my opinion I think that this kind of activities happens in Japan in high effort  and I've never been to this kind of things. And if I were a parent, I think I would encourage him to take part in similar activities because he can experience some special activity. I think I won't be interested in running this kind of business because I don't think it can make a lot of money. And this activities makes me think about the Japanese traditional culture  In my opinion, I don't like... I've been to Japan for a lot of time, but I have never experienced this kind of activity before. So if in the future I have this kind of chances, I think I would wear Japanese traditional clothes and with my friends, with my parents, to experience this kind of activities and eat some great food. There are a lot of persons in these pictures.  you","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.8035,0.8427,1.75146,547.9656,0.1002743316585208,0.0,0,90.15
723031101053_200,HS-1801,3.0,/share/corpus/LTTC2023/HS-1801_sliced/723031101053_200.wav,"If I'm not mistaken, I think this picture probably taken in a market, but I'm confused about it seems like it is a day market. The first struck me is the little guy, little boy. He was, he's catching a fish and  He wears a blue t-shirt and maybe the woman beside him is his mother. And I think she is the boss of the stand. And I think I would be interested in running this kind of business because  But I will be interested in Night Market because I have played this before. I think it's very fun because I can catch many fish if I play this game and I will have to feed them after I catch them. It's an interesting activity for me. And I will have fun when I","Where was this picture probably taken? What makes you think so? What is the box on the ground for? Have you ever seen this kind of activity before? Would you be interested in doing what the man in the middle of the picture is doing? Please explain. Do you think this activity is a kind of art? Please explain. If you still have time, please describe the picture in as much detail as you can.",0.7816,0.85798,2.04152,993.4129,0.1271153840148805,0.0,0,89.07
